AirportID,Altitude,City,Country,DST,IATA,ICAO,Longitude,Name,Latitude,Source,Timezone,TZDatabaseTimezone,Type
565,25,Coningsby,United Kingdom,E,QCY,EGXC,-0.166014000773,RAF Coningsby,53.0929985046,OurAirports,0,Europe/London,airport
566,117,Dishforth,United Kingdom,E,\N,EGXD,-1.42025005817,RAF Dishforth,54.1371994019,OurAirports,0,Europe/London,airport
567,132,Leeming,United Kingdom,E,\N,EGXE,-1.5354,Leeming Airport,54.2924,OurAirports,0,Europe/London,airport
568,29,Church Fenton,United Kingdom,E,\N,EGXG,-1.1955,Leeds East Airport,53.834301,OurAirports,0,Europe/London,airport
569,174,Honington,United Kingdom,E,BEQ,EGXH,0.7729390263557434,RAF Honington,52.34260177612305,OurAirports,0,Europe/London,airport
570,461,Cottesmore,United Kingdom,E,\N,EGXJ,-0.648769,RAF Cottesmore,52.735699,OurAirports,0,Europe/London,airport
571,202,Scampton,United Kingdom,E,SQZ,EGXP,-0.550832986832,RAF Scampton,53.307800293,OurAirports,0,Europe/London,airport
572,273,Wittering,United Kingdom,E,\N,EGXT,-0.476453,RAF Wittering,52.612598,OurAirports,0,Europe/London,airport
573,53,Linton-on-ouse,United Kingdom,E,HRT,EGXU,-1.2527500391,RAF Linton-On-Ouse,54.0489006042,OurAirports,0,Europe/London,airport
574,231,Waddington,United Kingdom,E,WTN,EGXW,-0.523810982704,RAF Waddington,53.1661987305,OurAirports,0,Europe/London,airport
575,92,Topcliffe,United Kingdom,E,\N,EGXZ,-1.3820899725,RAF Topcliffe,54.205501556399994,OurAirports,0,Europe/London,airport
576,218,Cranwell,United Kingdom,E,\N,EGYD,-0.48324200511,RAF Cranwell,53.0303001404,OurAirports,0,Europe/London,airport
577,367,Barkston Heath,United Kingdom,E,\N,EGYE,-0.561625003815,RAF Barkston Heath,52.962200164799995,OurAirports,0,Europe/London,airport
578,75,Marham,United Kingdom,E,KNF,EGYM,0.550692,RAF Marham,52.648395,OurAirports,0,Europe/London,airport
579,244,Mount Pleasant,Falkland Islands,U,MPN,EGYP,-58.447200775146484,Mount Pleasant Airport,-51.82279968261719,OurAirports,-3,Atlantic/Stanley,airport
580,-11,Amsterdam,Netherlands,E,AMS,EHAM,4.76389,Amsterdam Airport Schiphol,52.308601,OurAirports,1,Europe/Amsterdam,airport
581,114,Weert,Netherlands,E,\N,EHBD,5.60139,Budel Airfield Kempen,51.255299,OurAirports,1,Europe/Amsterdam,airport
582,375,Maastricht,Netherlands,E,MST,EHBK,5.77014,Maastricht Aachen Airport,50.911701,OurAirports,1,Europe/Amsterdam,airport
583,158,Deelen,Netherlands,E,\N,EHDL,5.87306,Deelen Air Base,52.0606,OurAirports,1,Europe/Amsterdam,airport
584,14,Drachten,Netherlands,E,\N,EHDR,6.12972021103,Drachten Airport,53.1192016602,OurAirports,1,Europe/Amsterdam,airport
585,74,Eindhoven,Netherlands,E,EIN,EHEH,5.37452983856,Eindhoven Airport,51.4500999451,OurAirports,1,Europe/Amsterdam,airport
586,17,Groningen,Netherlands,E,GRQ,EHGG,6.57944011688,Eelde Airport,53.1197013855,OurAirports,1,Europe/Amsterdam,airport
587,49,Gilze-rijen,Netherlands,E,GLZ,EHGR,4.931829929351807,Gilze Rijen Air Base,51.56740188598633,OurAirports,1,Europe/Amsterdam,airport
588,3,De Kooy,Netherlands,E,DHR,EHKD,4.780620098114014,De Kooy Airport,52.92340087890625,OurAirports,1,Europe/Amsterdam,airport
589,-13,Lelystad,Netherlands,E,LEY,EHLE,5.52722,Lelystad Airport,52.4603,OurAirports,1,Europe/Amsterdam,airport
590,3,Leeuwarden,Netherlands,E,LWR,EHLW,5.760560035705566,Leeuwarden Air Base,53.228599548339844,OurAirports,1,Europe/Amsterdam,airport
591,-15,Rotterdam,Netherlands,E,RTM,EHRD,4.43722,Rotterdam The Hague Airport,51.956902,OurAirports,1,Europe/Amsterdam,airport
592,66,Soesterberg,Netherlands,E,UTC,EHSB,5.27618980408,Soesterberg Air Base,52.1273002625,OurAirports,1,Europe/Amsterdam,airport
593,114,Enschede,Netherlands,E,ENS,EHTW,6.889167,Twente Airport,52.275833,OurAirports,1,Europe/Amsterdam,airport
594,1,Valkenburg,Netherlands,E,LID,EHVB,4.41794013977,Valkenburg Naval Air Base,52.166099548300004,OurAirports,1,Europe/Amsterdam,airport
595,63,Woensdrecht,Netherlands,E,WOE,EHWO,4.34203,Woensdrecht Air Base,51.4491,OurAirports,1,Europe/Amsterdam,airport
596,502,Cork,Ireland,E,ORK,EICK,-8.491109848022461,Cork Airport,51.84130096435547,OurAirports,0,Europe/Dublin,airport
597,81,Galway,Ireland,E,GWY,EICM,-8.941590309143066,Galway Airport,53.300201416015625,OurAirports,0,Europe/Dublin,airport
599,242,Dublin,Ireland,E,DUB,EIDW,-6.27007,Dublin Airport,53.421299,OurAirports,0,Europe/Dublin,airport
600,665,Connaught,Ireland,E,NOC,EIKN,-8.818490028381348,Ireland West Knock Airport,53.910301208496094,OurAirports,0,Europe/Dublin,airport
601,112,Kerry,Ireland,E,KIR,EIKY,-9.52377986907959,Kerry Airport,52.18090057373047,OurAirports,0,Europe/Dublin,airport
602,319,Casement,Ireland,E,\N,EIME,-6.451330184940001,Casement Air Base,53.301700592,OurAirports,0,Europe/Dublin,airport
603,46,Shannon,Ireland,E,SNN,EINN,-8.92482,Shannon Airport,52.702,OurAirports,0,Europe/Dublin,airport
604,11,Sligo,Ireland,E,SXL,EISG,-8.5992097854614,Sligo Airport,54.280200958252,OurAirports,0,Europe/Dublin,airport
605,119,Waterford,Ireland,E,WAT,EIWF,-7.0869598388671875,Waterford Airport,52.187198638916016,OurAirports,0,Europe/Dublin,airport
607,82,Aarhus,Denmark,E,AAR,EKAH,10.619000434899998,Aarhus Airport,56.2999992371,OurAirports,1,Europe/Copenhagen,airport
608,247,Billund,Denmark,E,BLL,EKBI,9.15178012848,Billund Airport,55.7402992249,OurAirports,1,Europe/Copenhagen,airport
609,17,Copenhagen,Denmark,E,CPH,EKCH,12.656000137329,Copenhagen Kastrup Airport,55.617900848389,OurAirports,1,Europe/Copenhagen,airport
610,97,Esbjerg,Denmark,E,EBJ,EKEB,8.5534,Esbjerg Airport,55.525902,OurAirports,1,Europe/Copenhagen,airport
611,97,Gronholt,Denmark,E,\N,EKGH,12.382200241088867,Grønholt Hillerød Airport,55.94139862060547,OurAirports,1,Europe/Copenhagen,airport
612,170,Karup,Denmark,E,KRP,EKKA,9.124629974365234,Karup Airport,56.29750061035156,OurAirports,1,Europe/Copenhagen,airport
613,25,Laeso,Denmark,E,BYR,EKLS,11.000100135803223,Læsø Airport,57.277198791503906,OurAirports,1,Europe/Copenhagen,airport
614,16,Maribo,Denmark,E,MRW,EKMB,11.4401,Lolland Falster Maribo Airport,54.699299,OurAirports,1,Europe/Copenhagen,airport
615,56,Odense,Denmark,E,ODE,EKOD,10.330900192260742,Odense Airport,55.47669982910156,OurAirports,1,Europe/Copenhagen,airport
616,88,Krusa-padborg,Denmark,E,\N,EKPB,9.279009819030762,Kruså-Padborg Airport,54.87030029296875,OurAirports,1,Europe/Copenhagen,airport
617,146,Copenhagen,Denmark,E,RKE,EKRK,12.131400108337402,Copenhagen Roskilde Airport,55.585601806640625,OurAirports,1,Europe/Copenhagen,airport
618,52,Ronne,Denmark,E,RNN,EKRN,14.759599685668945,Bornholm Airport,55.06330108642578,OurAirports,1,Europe/Copenhagen,airport
619,24,Soenderborg,Denmark,E,SGD,EKSB,9.791729927062988,Sønderborg Airport,54.96440124511719,OurAirports,1,Europe/Copenhagen,airport
621,141,Skrydstrup,Denmark,E,SKS,EKSP,9.26702,Skrydstrup Air Base,55.221048,OurAirports,1,Europe/Copenhagen,airport
622,74,Skive,Denmark,E,SQW,EKSV,9.172980308532715,Skive Airport,56.550201416015625,OurAirports,1,Europe/Copenhagen,airport
623,23,Thisted,Denmark,E,TED,EKTS,8.705220222473145,Thisted Airport,57.06880187988281,OurAirports,1,Europe/Copenhagen,airport
624,143,Kolding,Denmark,E,\N,EKVD,9.33092,Kolding Vamdrup Airfield,55.436298,OurAirports,1,Europe/Copenhagen,airport
625,280,Vagar,Faroe Islands,E,FAE,EKVG,-7.277219772338867,Vagar Airport,62.0635986328125,OurAirports,0,Atlantic/Faeroe,airport
626,119,Vesthimmerland,Denmark,E,\N,EKVH,9.45861,Vesthimmerlands Flyveplads,56.846901,OurAirports,1,Europe/Copenhagen,airport
627,17,Stauning,Denmark,E,STA,EKVJ,8.353910446166992,Stauning Airport,55.9901008605957,OurAirports,1,Europe/Copenhagen,airport
628,10,Aalborg,Denmark,E,AAL,EKYT,9.84924316406,Aalborg Airport,57.0927589138,OurAirports,1,Europe/Copenhagen,airport
629,1234,Luxemburg,Luxembourg,E,LUX,ELLX,6.2044444,Luxembourg-Findel International Airport,49.6233333,OurAirports,1,Europe/Luxembourg,airport
630,69,Alesund,Norway,E,AES,ENAL,6.119699954986572,Ålesund Airport,62.5625,OurAirports,1,Europe/Oslo,airport
631,43,Andoya,Norway,E,ANX,ENAN,16.144199371338,Andøya Airport,69.292503356934,OurAirports,1,Europe/Oslo,airport
632,9,Alta,Norway,E,ALF,ENAT,23.371700286865,Alta Airport,69.976097106934,OurAirports,1,Europe/Oslo,airport
633,300,Voss,Norway,E,\N,ENBM,6.501500129699707,Bømoen Airport,60.63890075683594,OurAirports,1,Europe/Oslo,airport
634,25,Bronnoysund,Norway,E,BNN,ENBN,12.217499732971,Brønnøysund Airport,65.461097717285,OurAirports,1,Europe/Oslo,airport
635,42,Bodo,Norway,E,BOO,ENBO,14.365300178527832,Bodø Airport,67.26920318603516,OurAirports,1,Europe/Oslo,airport
636,170,Bergen,Norway,E,BGO,ENBR,5.218140125,Bergen Airport Flesland,60.29339981,OurAirports,1,Europe/Oslo,airport
637,490,Batsfjord,Norway,E,BJF,ENBS,29.691400527954,Båtsfjord Airport,70.60050201416,OurAirports,1,Europe/Oslo,airport
638,57,Kristiansand,Norway,E,KRS,ENCN,8.08537,Kristiansand Airport,58.204201,OurAirports,1,Europe/Oslo,airport
639,2618,Geilo,Norway,E,DLD,ENDI,8.518349647521973,Geilo Airport Dagali,60.417301177978516,OurAirports,1,Europe/Oslo,airport
640,252,Bardufoss,Norway,E,BDU,ENDU,18.540399551392,Bardufoss Airport,69.055801391602,OurAirports,1,Europe/Oslo,airport
641,84,Harstad/Narvik,Norway,E,EVE,ENEV,16.678100585938,"Harstad/Narvik Airport, Evenes",68.491302490234,OurAirports,1,Europe/Oslo,airport
642,2697,Fagernes,Norway,E,VDB,ENFG,9.2880601882935,Leirin Airport,61.015598297119,OurAirports,1,Europe/Oslo,airport
643,37,Floro,Norway,E,FRO,ENFL,5.0247201919556,Florø Airport,61.583599090576,OurAirports,1,Europe/Oslo,airport
644,681,Oslo,Norway,E,OSL,ENGM,11.0502,Oslo Lufthavn,60.121,OurAirports,1,Europe/Oslo,airport
645,86,Haugesund,Norway,E,HAU,ENHD,5.2083601951599,Haugesund Airport,59.34529876709,OurAirports,1,Europe/Oslo,airport
646,21,Hasvik,Norway,E,HAA,ENHK,22.139699935913,Hasvik Airport,70.486701965332,OurAirports,1,Europe/Oslo,airport
647,204,Kristiansund,Norway,E,KSU,ENKB,7.824520111084,Kristiansund Airport (Kvernberget),63.111801147461,OurAirports,1,Europe/Oslo,airport
648,354,Kjeller,Norway,E,\N,ENKJ,11.036100387600001,Kjeller Airport,59.9692993164,OurAirports,1,Europe/Oslo,airport
649,283,Kirkenes,Norway,E,KKN,ENKR,29.891300201416,Kirkenes Airport (Høybuktmoen),69.725799560547,OurAirports,1,Europe/Oslo,airport
650,29,Farsund,Norway,E,FAN,ENLI,6.626049995422363,Lista Airport,58.0994987487793,OurAirports,1,Europe/Oslo,airport
651,10,Molde,Norway,E,MOL,ENML,7.2624998092651,Molde Airport,62.744701385498,OurAirports,1,Europe/Oslo,airport
652,237,Mosjoen,Norway,E,MJF,ENMS,13.214900016785,Mosjøen Airport (Kjærstad),65.783996582031,OurAirports,1,Europe/Oslo,airport
653,25,Lakselv,Norway,E,LKL,ENNA,24.973499298096,Banak Airport,70.068801879883,OurAirports,1,Europe/Oslo,airport
654,63,Notodden,Norway,E,NTB,ENNO,9.21222,Notodden Airport,59.565701,OurAirports,1,Europe/Oslo,airport
655,28,Orland,Norway,E,OLA,ENOL,9.604000091552734,Ørland Airport,63.69889831542969,OurAirports,1,Europe/Oslo,airport
656,2054,Roros,Norway,E,RRS,ENRO,11.342300415039,Røros Airport,62.578399658203,OurAirports,1,Europe/Oslo,airport
657,174,Rygge,Norway,E,RYG,ENRY,10.785439,"Moss Airport, Rygge",59.378817,OurAirports,1,Europe/Oslo,airport
658,88,Svalbard,Norway,E,LYR,ENSB,15.465600013733,"Svalbard Airport, Longyear",78.246101379395,OurAirports,1,Arctic/Longyearbyen,airport
659,463,Skien,Norway,E,SKE,ENSN,9.566940307617188,Skien Airport,59.185001373291016,OurAirports,1,Europe/Oslo,airport
660,160,Stord,Norway,E,SRP,ENSO,5.340849876403809,Stord Airport,59.791900634765625,OurAirports,1,Europe/Oslo,airport
662,56,Sandnessjoen,Norway,E,SSJ,ENST,12.468899726868,Sandnessjøen Airport (Stokka),65.956802368164,OurAirports,1,Europe/Oslo,airport
663,31,Tromso,Norway,E,TOS,ENTC,18.918899536132812,"Tromsø Airport,",69.68329620361328,OurAirports,1,Europe/Oslo,airport
664,286,Sandefjord,Norway,E,TRF,ENTO,10.258600235,"Sandefjord Airport, Torp",59.1866989136,OurAirports,1,Europe/Oslo,airport
665,56,Trondheim,Norway,E,TRD,ENVA,10.9239998,Trondheim Airport Værnes,63.4578018,OurAirports,1,Europe/Oslo,airport
666,29,Stavanger,Norway,E,SVG,ENZV,5.6377801895,Stavanger Airport Sola,58.876701354,OurAirports,1,Europe/Oslo,airport
667,352,Warsaw,Poland,E,\N,EPBC,20.910999298095703,Babice Airport,52.26850128173828,OurAirports,1,Europe/Warsaw,airport
668,489,Gdansk,Poland,E,GDN,EPGD,18.46619987487793,Gdańsk Lech Wałęsa Airport,54.377601623535156,OurAirports,1,Europe/Warsaw,airport
669,791,Krakow,Poland,E,KRK,EPKK,19.7848,Kraków John Paul II International Airport,50.077702,OurAirports,1,Europe/Warsaw,airport
670,909,Katowice,Poland,E,\N,EPKM,19.03420066833496,Muchowiec Airport,50.23809814453125,OurAirports,1,Europe/Warsaw,airport
671,995,Katowice,Poland,E,KTW,EPKT,19.08,Katowice International Airport,50.4743,OurAirports,1,Europe/Warsaw,airport
673,548,Mielec,Poland,E,\N,EPML,21.462099075317383,Mielec Airport,50.32229995727539,OurAirports,1,Europe/Warsaw,airport
674,308,Poznan,Poland,E,POZ,EPPO,16.8262996674,Poznań-Ławica Airport,52.421001434299995,OurAirports,1,Europe/Warsaw,airport
675,675,Rzeszow,Poland,E,RZE,EPRZ,22.0189990997,Rzeszów-Jasionka Airport,50.1100006104,OurAirports,1,Europe/Warsaw,airport
676,154,Szczecin,Poland,E,SZZ,EPSC,14.902199745199999,"Szczecin-Goleniów ""Solidarność"" Airport",53.584701538100006,OurAirports,1,Europe/Warsaw,airport
677,217,Slupsk,Poland,E,OSP,EPSK,17.107500076293945,Redzikowo Air Base,54.47890090942383,OurAirports,1,Europe/Warsaw,airport
678,385,Shapaja,Poland,E,\N,EPSN,15.826299667399999,Swidwin Military Air Base,53.790599823,OurAirports,1,Europe/Warsaw,airport
679,362,Warsaw,Poland,E,WAW,EPWA,20.967100143399996,Warsaw Chopin Airport,52.1656990051,OurAirports,1,Europe/Warsaw,airport
680,404,Wroclaw,Poland,E,WRO,EPWR,16.885799408,Copernicus Wrocław Airport,51.1026992798,OurAirports,1,Europe/Warsaw,airport
681,194,Zielona Gora,Poland,E,IEG,EPZG,15.7986001968,Zielona Góra-Babimost Airport,52.138500213600004,OurAirports,1,Europe/Warsaw,airport
682,308,Linkoeping,Sweden,E,\N,ESCF,15.525699615478516,Malmen Air Base,58.40230178833008,OurAirports,1,Europe/Stockholm,airport
683,90,Norrkoeping,Sweden,E,\N,ESCK,16.103599548339844,Bråvalla Air Base,58.61090087890625,OurAirports,1,Europe/Stockholm,airport
684,68,Uppsala,Sweden,E,\N,ESCM,17.588600158691406,Uppsala Airport,59.897300720214844,OurAirports,1,Europe/Stockholm,airport
685,191,Ronneby,Sweden,E,RNB,ESDF,15.265000343323,Ronneby Airport,56.266700744629,OurAirports,1,Europe/Stockholm,airport
686,230,Rada,Sweden,E,\N,ESFR,13.053199768066406,Råda Air Base,58.49810028076172,OurAirports,1,Europe/Stockholm,airport
687,506,Gothenborg,Sweden,E,GOT,ESGG,12.279800415039,Gothenburg-Landvetter Airport,57.662799835205,OurAirports,1,Europe/Stockholm,airport
688,741,Joenkoeping,Sweden,E,JKG,ESGJ,14.068699836730957,Jönköping Airport,57.757598876953125,OurAirports,1,Europe/Stockholm,airport
689,785,Falkoping,Sweden,E,\N,ESGK,13.587800025939941,Falköping Airport,58.1697998046875,OurAirports,1,Europe/Stockholm,airport
690,200,Lidkoping,Sweden,E,LDK,ESGL,13.1744,Lidköping-Hovby Airport,58.4655,OurAirports,1,Europe/Stockholm,airport
691,59,Gothenborg,Sweden,E,GSE,ESGP,11.8704,Gothenburg City Airport,57.7747,OurAirports,1,Europe/Stockholm,airport
692,324,Skovde,Sweden,E,KVB,ESGR,13.972700119018555,Skövde Airport,58.45640182495117,OurAirports,1,Europe/Stockholm,airport
693,137,Trollhattan,Sweden,E,THN,ESGT,12.345000267028809,Trollhättan-Vänersborg Airport,58.31809997558594,OurAirports,1,Europe/Stockholm,airport
694,308,Karlsborg,Sweden,E,\N,ESIA,14.507100105285645,Karlsborg Air Base,58.51380157470703,OurAirports,1,Europe/Stockholm,airport
695,181,Satenas,Sweden,E,\N,ESIB,12.714400291442871,Såtenäs Air Base,58.42639923095703,OurAirports,1,Europe/Stockholm,airport
696,50,Stockholm,Sweden,E,\N,ESKB,17.8821372986,Barkarby Airport,59.4144743644,OurAirports,1,Europe/Stockholm,airport
697,400,Karlskoga,Sweden,E,KSK,ESKK,14.49590015411377,Karlskoga Airport,59.34590148925781,OurAirports,1,Europe/Stockholm,airport
698,634,Mora,Sweden,E,MXX,ESKM,14.5114,Mora Airport,60.957901,OurAirports,1,Europe/Stockholm,airport
699,140,Stockholm,Sweden,E,NYO,ESKN,16.912200927734375,Stockholm Skavsta Airport,58.78860092163086,OurAirports,1,Europe/Stockholm,airport
700,237,Arvika,Sweden,E,\N,ESKV,12.6394,Arvika Airport,59.6759,OurAirports,1,Europe/Stockholm,airport
701,442,Emmaboda,Sweden,E,\N,ESMA,15.6048,Emmaboda Airfield,56.610802,OurAirports,1,Europe/Stockholm,airport
702,538,Ljungby,Sweden,E,\N,ESMG,13.921699523900001,Feringe Airport,56.9502983093,OurAirports,1,Europe/Stockholm,airport
703,76,Kristianstad,Sweden,E,KID,ESMK,14.08549976348877,Kristianstad Airport,55.92169952392578,OurAirports,1,Europe/Stockholm,airport
704,194,Landskrona,Sweden,E,\N,ESML,12.869999885559082,Landskrona Airport,55.94599914550781,OurAirports,1,Europe/Stockholm,airport
705,96,Oskarshamn,Sweden,E,OSK,ESMO,16.497999,Oskarshamn Airport,57.350498,OurAirports,1,Europe/Stockholm,airport
706,507,Anderstorp,Sweden,E,\N,ESMP,13.59939956665039,Anderstorp Airport,57.264198303222656,OurAirports,1,Europe/Stockholm,airport
707,17,Kalkmar,Sweden,E,KLR,ESMQ,16.287599563598633,Kalmar Airport,56.68550109863281,OurAirports,1,Europe/Stockholm,airport
708,236,Malmoe,Sweden,E,MMX,ESMS,13.376197814900001,Malmö Sturup Airport,55.536305364,OurAirports,1,Europe/Stockholm,airport
709,101,Halmstad,Sweden,E,HAD,ESMT,12.820199966430664,Halmstad Airport,56.69110107421875,OurAirports,1,Europe/Stockholm,airport
710,556,Hagshult,Sweden,E,\N,ESMV,14.1372,Hagshult Air Base,57.292198,OurAirports,1,Europe/Stockholm,airport
711,610,Vaxjo,Sweden,E,VXO,ESMX,14.727999687194824,Växjö Kronoberg Airport,56.929100036621094,OurAirports,1,Europe/Stockholm,airport
712,1119,Hallviken,Sweden,E,\N,ESNA,15.45829963684082,Hallviken Airport,63.73830032348633,OurAirports,1,Europe/Stockholm,airport
713,1460,Hede,Sweden,E,\N,ESNC,13.747200012199999,Hedlanda Airport,62.40890121459999,OurAirports,1,Europe/Stockholm,airport
714,1178,Sveg,Sweden,E,EVG,ESND,14.422900199890137,Sveg Airport,62.04779815673828,OurAirports,1,Europe/Stockholm,airport
715,1027,Gallivare,Sweden,E,GEV,ESNG,20.814599990844727,Gällivare Airport,67.13240051269531,OurAirports,1,Europe/Stockholm,airport
716,95,Hudiksvall,Sweden,E,HUV,ESNH,17.0806999207,Hudiksvall Airport,61.7681007385,OurAirports,1,Europe/Stockholm,airport
717,904,Jokkmokk,Sweden,E,\N,ESNJ,20.147199630737305,Jokkmokk Airport,66.49620056152344,OurAirports,1,Europe/Stockholm,airport
718,34,Kramfors,Sweden,E,KRF,ESNK,17.76889991760254,Kramfors Sollefteå Airport,63.04859924316406,OurAirports,1,Europe/Stockholm,airport
719,705,Lycksele,Sweden,E,LYC,ESNL,18.71619987487793,Lycksele Airport,64.54830169677734,OurAirports,1,Europe/Stockholm,airport
720,1236,Optand,Sweden,E,\N,ESNM,14.802800178527832,Optand Airport,63.12860107421875,OurAirports,1,Europe/Stockholm,airport
721,16,Sundsvall,Sweden,E,SDL,ESNN,17.443899154663086,Sundsvall-Härnösand Airport,62.528099060058594,OurAirports,1,Europe/Stockholm,airport
722,354,Ornskoldsvik,Sweden,E,OER,ESNO,18.989999771118164,Örnsköldsvik Airport,63.40829849243164,OurAirports,1,Europe/Stockholm,airport
723,43,Pitea,Sweden,E,\N,ESNP,21.260799407958984,Piteå Airport,65.39830017089844,OurAirports,1,Europe/Stockholm,airport
724,1508,Kiruna,Sweden,E,KRN,ESNQ,20.336799621582,Kiruna Airport,67.821998596191,OurAirports,1,Europe/Stockholm,airport
725,683,Orsa,Sweden,E,\N,ESNR,14.712599754333496,Orsa Airport,61.189998626708984,OurAirports,1,Europe/Stockholm,airport
726,157,Skelleftea,Sweden,E,SFT,ESNS,21.076900482177734,Skellefteå Airport,64.62480163574219,OurAirports,1,Europe/Stockholm,airport
727,886,Sattna,Sweden,E,\N,ESNT,17.002899,Sättna Airport,62.4814,OurAirports,1,Europe/Stockholm,airport
728,24,Umea,Sweden,E,UME,ESNU,20.282800674438,Umeå Airport,63.791801452637,OurAirports,1,Europe/Stockholm,airport
729,1140,Vilhelmina,Sweden,E,VHM,ESNV,16.833599090576172,Vilhelmina Airport,64.5791015625,OurAirports,1,Europe/Stockholm,airport
730,1245,Arvidsjaur,Sweden,E,AJR,ESNX,19.28190040588379,Arvidsjaur Airport,65.59030151367188,OurAirports,1,Europe/Stockholm,airport
731,188,Orebro,Sweden,E,ORB,ESOE,15.038000106811523,Örebro Airport,59.22370147705078,OurAirports,1,Europe/Stockholm,airport
733,21,Vasteras,Sweden,E,VST,ESOW,16.63360023498535,Stockholm Västerås Airport,59.58940124511719,OurAirports,1,Europe/Stockholm,airport
734,65,Lulea,Sweden,E,LLA,ESPA,22.121999740601,Luleå Airport,65.543800354004,OurAirports,1,Europe/Stockholm,airport
735,597,Vidsel,Sweden,E,\N,ESPE,20.149900436401367,Vidsel Air Base,65.87529754638672,OurAirports,1,Europe/Stockholm,airport
736,33,Arboga,Sweden,E,\N,ESQO,15.924099922180176,Arboga Airport,59.386600494384766,OurAirports,1,Europe/Stockholm,airport
737,137,Stockholm,Sweden,E,ARN,ESSA,17.918600082397,Stockholm-Arlanda Airport,59.651901245117,OurAirports,1,Europe/Stockholm,airport
738,47,Stockholm,Sweden,E,BMA,ESSB,17.941699981689453,Stockholm-Bromma Airport,59.354400634765625,OurAirports,1,Europe/Stockholm,airport
739,503,Borlange,Sweden,E,BLE,ESSD,15.515199661254883,Borlange Airport,60.422000885009766,OurAirports,1,Europe/Stockholm,airport
740,366,Hultsfred,Sweden,E,HLF,ESSF,15.8233,Hultsfred Airport,57.525799,OurAirports,1,Europe/Stockholm,airport
741,224,Gavle,Sweden,E,GVX,ESSK,16.951400756835938,Gävle Sandviken Airport,60.593299865722656,OurAirports,1,Europe/Stockholm,airport
742,172,Linkoeping,Sweden,E,LPI,ESSL,15.680500030500001,Linköping City Airport,58.4062004089,OurAirports,1,Europe/Stockholm,airport
743,32,Norrkoeping,Sweden,E,NRK,ESSP,16.250600814819336,Norrköping Airport,58.586299896240234,OurAirports,1,Europe/Stockholm,airport
745,139,Eskilstuna,Sweden,E,EKT,ESSU,16.70840072631836,Eskilstuna Airport,59.35110092163086,OurAirports,1,Europe/Stockholm,airport
746,164,Visby,Sweden,E,VBY,ESSV,18.346200942993,Visby Airport,57.662799835205,OurAirports,1,Europe/Stockholm,airport
748,1549,Kalixfors,Sweden,E,\N,ESUK,20.257200241088867,Kalixfors Airport,67.76480102539062,OurAirports,1,Europe/Stockholm,airport
750,1197,Spangdahlem,Germany,E,SPM,ETAD,6.69250011444,Spangdahlem Air Base,49.9726982117,OurAirports,1,Europe/Berlin,airport
751,776,Ramstein,Germany,E,RMS,ETAR,7.600279808044434,Ramstein Air Base,49.4369010925293,OurAirports,1,Europe/Berlin,airport
753,980,Giebelstadt,Germany,E,GHF,ETEU,9.966489791870002,[Duplicate] Giebelstadt Army Air Field,49.648101806599996,OurAirports,1,Europe/Berlin,airport
754,230,Brueckeburg,Germany,E,\N,ETHB,9.08217,Bückeburg Air Base,52.2785,OurAirports,1,Europe/Berlin,airport
755,129,Celle,Germany,E,ZCN,ETHC,10.022100448608398,Celle Airport,52.59120178222656,OurAirports,1,Europe/Berlin,airport
756,129,Rheine-brentlange,Germany,E,\N,ETHE,7.387,Rheine Bentlage Air Base,52.291199,OurAirports,1,Europe/Berlin,airport
757,1345,Fritzlar,Germany,E,FRZ,ETHF,9.286,Fritzlar Airport,51.1146,OurAirports,1,Europe/Berlin,airport
758,1766,Laupheim,Germany,E,\N,ETHL,9.91002,Laupheim Air Base,48.220299,OurAirports,1,Europe/Berlin,airport
759,597,Mendig,Germany,E,\N,ETHM,7.31533,Mendig Airfield,50.366001,OurAirports,1,Europe/Berlin,airport
760,1339,Niederstetten,Germany,E,\N,ETHN,9.958889,Niederstetten Army Air Base,49.391945,OurAirports,1,Europe/Berlin,airport
761,1268,Roth,Germany,E,\N,ETHR,11.100199699401855,Roth Airport,49.217498779296875,OurAirports,1,Europe/Berlin,airport
762,245,Fassberg,Germany,E,\N,ETHS,10.185827,Fassberg Air Base,52.919399,OurAirports,1,Europe/Berlin,airport
763,1363,Grafenwoehr,Germany,E,\N,ETIC,11.940199851989746,Grafenwohr Army Air Field,49.698699951171875,OurAirports,1,Europe/Berlin,airport
764,368,Hanau,Germany,E,ZNF,ETID,8.96159,Hanau Army Air Field,50.169201,OurAirports,1,Europe/Berlin,airport
765,1455,Hohenfels,Germany,E,\N,ETIH,11.836099624633789,Hohenfels Army Air Field,49.218101501464844,OurAirports,1,Europe/Berlin,airport
766,689,Kitzingen,Germany,E,KZG,ETIN,10.2006,Flugplatz Kitzingen,49.743099,OurAirports,1,Europe/Berlin,airport
767,74,Nordholz,Germany,E,FCN,ETMN,8.658499717709999,Nordholz Naval Airbase,53.7677001953,OurAirports,1,Europe/Berlin,airport
768,128,Diepholz,Germany,E,\N,ETND,8.342222,Diepholz Air Base,52.585556,OurAirports,1,Europe/Berlin,airport
769,296,Geilenkirchen,Germany,E,GKE,ETNG,6.04242,Geilenkirchen Air Base,50.9608,OurAirports,1,Europe/Berlin,airport
770,39,Hohn,Germany,E,\N,ETNH,9.53817,Hohn Air Base,54.312199,OurAirports,1,Europe/Berlin,airport
