AirportID,City,Altitude,DST,Country,ICAO,IATA,Latitude,Longitude,Name,Source,Timezone,Type,TZDatabaseTimezone
2008,Ardmore,111,Z,New Zealand,NZAR,AMZ,-37.029701232910156,174.97300720214844,Ardmore Airport,OurAirports,12,airport,Pacific/Auckland
2009,Christchurch,123,Z,New Zealand,NZCH,CHC,-43.48939895629883,172.53199768066406,Christchurch International Airport,OurAirports,12,airport,Pacific/Auckland
2010,Chatham Island,43,Z,New Zealand,NZCI,CHT,-43.810001373291016,-176.45700073242188,Chatham Islands-Tuuta Airport,OurAirports,12.75,airport,Pacific/Chatham
2011,Dunedin,4,Z,New Zealand,NZDN,DUD,-45.9281005859375,170.197998046875,Dunedin Airport,OurAirports,12,airport,Pacific/Auckland
2012,Gisborne,15,Z,New Zealand,NZGS,GIS,-38.663299560546875,177.97799682617188,Gisborne Airport,OurAirports,12,airport,Pacific/Auckland
2013,Glentanner,1824,Z,New Zealand,NZGT,GTN,-43.906700134277344,170.1280059814453,Glentanner Airport,OurAirports,12,airport,Pacific/Auckland
2014,Hokitika,146,Z,New Zealand,NZHK,HKK,-42.713600158691406,170.98500061035156,Hokitika Airfield,OurAirports,12,airport,Pacific/Auckland
2015,Hamilton,172,Z,New Zealand,NZHN,HLZ,-37.8666992188,175.332000732,Hamilton International Airport,OurAirports,12,airport,Pacific/Auckland
2016,Hastings,72,Z,New Zealand,NZHS,\N,-39.646702,176.766998,Hastings Aerodrome,OurAirports,12,airport,Pacific/Auckland
2017,Kerikeri,492,Z,New Zealand,NZKK,KKE,-35.26279830932617,173.91200256347656,Kerikeri Airport,OurAirports,12,airport,Pacific/Auckland
2018,Kaitaia,270,Z,New Zealand,NZKT,KAT,-35.06999969482422,173.28500366210938,Kaitaia Airport,OurAirports,12,airport,Pacific/Auckland
2019,Alexandra,752,Z,New Zealand,NZLX,ALR,-45.211700439453125,169.3730010986328,Alexandra Airport,OurAirports,12,airport,Pacific/Auckland
2020,Mount Cook,2153,Z,New Zealand,NZMC,MON,-43.76499938964844,170.13299560546875,Mount Cook Airport,OurAirports,12,airport,Pacific/Auckland
2021,Manapouri,687,Z,New Zealand,NZMO,TEU,-45.53310012817383,167.64999389648438,Manapouri Airport,OurAirports,12,airport,Pacific/Auckland
2022,Masterton,364,Z,New Zealand,NZMS,MRO,-40.97330093383789,175.63400268554688,Hood Airport,OurAirports,12,airport,Pacific/Auckland
2023,New Plymouth,97,Z,New Zealand,NZNP,NPL,-39.00859832763672,174.1790008544922,New Plymouth Airport,OurAirports,12,airport,Pacific/Auckland
2024,Nelson,17,Z,New Zealand,NZNS,NSN,-41.298301696777344,173.2209930419922,Nelson Airport,OurAirports,12,airport,Pacific/Auckland
2025,Invercargill,5,Z,New Zealand,NZNV,IVC,-46.41239929199219,168.31300354003906,Invercargill Airport,OurAirports,12,airport,Pacific/Auckland
2026,Ohakea,164,Z,New Zealand,NZOH,OHA,-40.20600128173828,175.38800048828125,RNZAF Base Ohakea,OurAirports,12,airport,Pacific/Auckland
2027,Oamaru,99,Z,New Zealand,NZOU,OAM,-44.970001220703125,171.08200073242188,Oamaru Airport,OurAirports,12,airport,Pacific/Auckland
2028,Palmerston North,151,Z,New Zealand,NZPM,PMR,-40.32059860229492,175.61700439453125,Palmerston North Airport,OurAirports,12,airport,Pacific/Auckland
2029,Paraparaumu,22,Z,New Zealand,NZPP,PPQ,-40.904701232910156,174.98899841308594,Paraparaumu Airport,OurAirports,12,airport,Pacific/Auckland
2030,Queenstown International,1171,Z,New Zealand,NZQN,ZQN,-45.0210990906,168.738998413,Queenstown International Airport,OurAirports,12,airport,Pacific/Auckland
2031,Rotorua,935,Z,New Zealand,NZRO,ROT,-38.10919952392578,176.31700134277344,Rotorua Regional Airport,OurAirports,12,airport,Pacific/Auckland
2032,Waiouru,2686,Z,New Zealand,NZRU,\N,-39.4463996887207,175.6580047607422,Waiouru Airport,OurAirports,12,airport,Pacific/Auckland
2033,Stephen's Island,9300,U,Antarctica,NZSP,\N,-90,0,South Pole Station Airport,OurAirports,12,airport,Antarctica/South_Pole
2034,Tauranga,13,Z,New Zealand,NZTG,TRG,-37.67190170288086,176.1959991455078,Tauranga Airport,OurAirports,12,airport,Pacific/Auckland
2035,Timaru,89,Z,New Zealand,NZTU,TIU,-44.302799224853516,171.22500610351562,Timaru Airport,OurAirports,12,airport,Pacific/Auckland
2036,Pukaki,1575,Z,New Zealand,NZUK,TWZ,-44.2350006104,170.117996216,Pukaki Airport,OurAirports,12,airport,Pacific/Auckland
2037,Woodbourne,109,Z,New Zealand,NZWB,BHE,-41.5182991027832,173.8699951171875,Woodbourne Airport,OurAirports,12,airport,Pacific/Auckland
2038,Weydon,68,N,Antarctica,NZWD,\N,-77.86740112304688,167.0570068359375,Williams Field,OurAirports,12,airport,Antarctica/South_Pole
2039,Wanaka,1142,Z,New Zealand,NZWF,WKA,-44.722198486328,169.24600219727,Wanaka Airport,OurAirports,12,airport,Pacific/Auckland
2040,Wigram,74,Z,New Zealand,NZWG,\N,-43.5511016846,172.552993774,Wigram Airport,OurAirports,12,airport,Pacific/Auckland
2041,Whakatane,20,Z,New Zealand,NZWK,WHK,-37.92060089111328,176.91400146484375,Whakatane Airport,OurAirports,12,airport,Pacific/Auckland
2042,Wellington,41,Z,New Zealand,NZWN,WLG,-41.3272018433,174.804992676,Wellington International Airport,OurAirports,12,airport,Pacific/Auckland
2043,Wairoa,42,Z,New Zealand,NZWO,WIR,-39.006900787353516,177.40699768066406,Wairoa Airport,OurAirports,12,airport,Pacific/Auckland
2044,Whenuapai,100,Z,New Zealand,NZWP,\N,-36.78779983520508,174.6300048828125,RNZAF Base Auckland-Whenuapai,OurAirports,12,airport,Pacific/Auckland
2045,Whangarei,133,Z,New Zealand,NZWR,WRE,-35.7682991027832,174.36500549316406,Whangarei Airport,OurAirports,12,airport,Pacific/Auckland
2046,Westport,13,Z,New Zealand,NZWS,WSZ,-41.73809814453125,171.58099365234375,Westport Airport,OurAirports,12,airport,Pacific/Auckland
2047,Wanganui,27,Z,New Zealand,NZWU,WAG,-39.96220016479492,175.02499389648438,Wanganui Airport,OurAirports,12,airport,Pacific/Auckland
2048,Herat,3206,U,Afghanistan,OAHR,HEA,34.209999084472656,62.22829818725586,Herat Airport,OurAirports,4.5,airport,Asia/Kabul
2049,Jalalabad,1814,U,Afghanistan,OAJL,JAA,34.39979934692383,70.49859619140625,Jalalabad Airport,OurAirports,4.5,airport,Asia/Kabul
2050,Kabul,5877,U,Afghanistan,OAKB,KBL,34.565899,69.212303,Hamid Karzai International Airport,OurAirports,4.5,airport,Asia/Kabul
2051,Kandahar,3337,U,Afghanistan,OAKN,KDH,31.505800247192383,65.8478012084961,Kandahar Airport,OurAirports,4.5,airport,Asia/Kabul
2052,Maimama,2743,U,Afghanistan,OAMN,MMZ,35.93080139160156,64.76090240478516,Maimana Airport,OurAirports,4.5,airport,Asia/Kabul
2053,Mazar-i-sharif,1284,U,Afghanistan,OAMS,MZR,36.70690155029297,67.20970153808594,Mazar I Sharif Airport,OurAirports,4.5,airport,Asia/Kabul
2054,Shindand,3773,U,Afghanistan,OASD,OAH,33.3913002014,62.2610015869,Shindand Airport,OurAirports,4.5,airport,Asia/Kabul
2055,Sheberghan,1053,U,Afghanistan,OASG,\N,36.75080108642578,65.91320037841797,Sheberghan Airport,OurAirports,4.5,airport,Asia/Kabul
2056,Kunduz,1457,U,Afghanistan,OAUZ,UND,36.66510009765625,68.91079711914062,Konduz Airport,OurAirports,4.5,airport,Asia/Kabul
2057,Bahrain,6,U,Bahrain,OBBI,BAH,26.27079963684082,50.63359832763672,Bahrain International Airport,OurAirports,3,airport,Asia/Bahrain
2058,Bahrain,136,U,Bahrain,OBBS,\N,25.918399810791016,50.590599060058594,Sheik Isa Air Base,OurAirports,3,airport,Asia/Bahrain
2059,Abha,6858,U,Saudi Arabia,OEAB,AHB,18.240400314299997,42.65660095210001,Abha Regional Airport,OurAirports,3,airport,Asia/Riyadh
2060,Al-ahsa,588,U,Saudi Arabia,OEAH,HOF,25.28529930114746,49.485198974609375,Al Ahsa Airport,OurAirports,3,airport,Asia/Riyadh
2061,El-baha,5486,U,Saudi Arabia,OEBA,ABT,20.2961006165,41.6343002319,Al Baha Airport,OurAirports,3,airport,Asia/Riyadh
2062,Bisha,3887,U,Saudi Arabia,OEBH,BHH,19.984399795532227,42.62089920043945,Bisha Airport,OurAirports,3,airport,Asia/Riyadh
2063,Abqaiq,229,U,Saudi Arabia,OEBQ,\N,25.911300659179688,49.59120178222656,Abqaiq Airport,OurAirports,3,airport,Asia/Riyadh
2064,Dammam,72,U,Saudi Arabia,OEDF,DMM,26.471200942993164,49.79790115356445,King Fahd International Airport,OurAirports,3,airport,Asia/Riyadh
2065,Dhahran,84,U,Saudi Arabia,OEDR,DHA,26.265399932900003,50.152000427199994,King Abdulaziz Air Base,OurAirports,3,airport,Asia/Riyadh
2066,Gizan,20,U,Saudi Arabia,OEGN,GIZ,16.901100158691406,42.58580017089844,Jizan Regional Airport,OurAirports,3,airport,Asia/Riyadh
2067,Gassim,2126,U,Saudi Arabia,OEGS,ELQ,26.302799224853516,43.77439880371094,Gassim Airport,OurAirports,3,airport,Asia/Riyadh
2068,Guriat,1672,U,Saudi Arabia,OEGT,URY,31.412413,37.278898,Gurayat Domestic Airport,OurAirports,3,airport,Asia/Riyadh
2069,Hail,3331,U,Saudi Arabia,OEHL,HAS,27.437901,41.686298,Ha'il Airport,OurAirports,3,airport,Asia/Riyadh
2070,Jubail,26,U,Saudi Arabia,OEJB,QJB,27.038999557495117,49.40510177612305,Jubail Airport,OurAirports,3,airport,Asia/Riyadh
2071,Jeddah,7,U,Saudi Arabia,OEJF,\N,21.348100662231445,39.17300033569336,King Faisal Naval Base,OurAirports,3,airport,Asia/Riyadh
2072,Jeddah,48,U,Saudi Arabia,OEJN,JED,21.6796,39.156502,King Abdulaziz International Airport,OurAirports,3,airport,Asia/Riyadh
2073,King Khalid Mil.city,1352,U,Saudi Arabia,OEKK,KMC,27.9009,45.528198,King Khaled Military City Airport,OurAirports,3,airport,Asia/Riyadh
2074,Madinah,2151,U,Saudi Arabia,OEMA,MED,24.5534,39.705101,Prince Mohammad Bin Abdulaziz Airport,OurAirports,3,airport,Asia/Riyadh
2075,Nejran,3982,U,Saudi Arabia,OENG,EAM,17.611400604248047,44.4192008972168,Nejran Airport,OurAirports,3,airport,Asia/Riyadh
2076,Hafr Al-batin,1174,U,Saudi Arabia,OEPA,AQI,28.335199,46.125099,Al Qaisumah/Hafr Al Batin Airport,OurAirports,3,airport,Asia/Riyadh
2077,Petroline 3,1740,U,Saudi Arabia,OEPC,\N,25.17449951171875,47.488399505615234,Pump Station 3 Airport,OurAirports,3,airport,Asia/Riyadh
2078,Petroline 6,2530,U,Saudi Arabia,OEPF,\N,24.71030044555664,44.964500427246094,Pump Station 6 Airport,OurAirports,3,airport,Asia/Riyadh
2079,Petroline 10,2840,U,Saudi Arabia,OEPJ,\N,24.1072998046875,41.0359992980957,Pump Station 10 Airport,OurAirports,3,airport,Asia/Riyadh
2080,Rabigh,22,U,Saudi Arabia,OERB,\N,22.702600479125977,39.069801330566406,Rabigh Airport,OurAirports,3,airport,Asia/Riyadh
2081,Rafha,1474,U,Saudi Arabia,OERF,RAH,29.626399993896484,43.4906005859375,Rafha Domestic Airport,OurAirports,3,airport,Asia/Riyadh
2082,Riyadh,2049,U,Saudi Arabia,OERK,RUH,24.957599639892578,46.69879913330078,King Khaled International Airport,OurAirports,3,airport,Asia/Riyadh
2083,Rash Mishab,13,U,Saudi Arabia,OERM,\N,28.079599380493164,48.611000061035156,Ras Mishab Airport,OurAirports,3,airport,Asia/Riyadh
2084,Arar,1813,U,Saudi Arabia,OERR,RAE,30.906600952148438,41.13819885253906,Arar Domestic Airport,OurAirports,3,airport,Asia/Riyadh
2085,Ras Tanura,6,U,Saudi Arabia,OERT,\N,26.723100662231445,50.030799865722656,Ras Tanura Airport,OurAirports,3,airport,Asia/Riyadh
2086,Sharurah,2363,U,Saudi Arabia,OESH,SHW,17.466899871826172,47.12139892578125,Sharurah Airport,OurAirports,3,airport,Asia/Riyadh
2088,Sulayel,2021,U,Saudi Arabia,OESL,SLF,20.46470069885254,45.619598388671875,Sulayel Airport,OurAirports,3,airport,Asia/Riyadh
2089,Tabuk,2551,U,Saudi Arabia,OETB,TUU,28.3654,36.6189,Tabuk Airport,OurAirports,3,airport,Asia/Riyadh
2090,Taif,4848,U,Saudi Arabia,OETF,TIF,21.483001,40.543442,Ta’if Regional Airport,OurAirports,3,airport,Asia/Riyadh
2091,Thumamah,1870,U,Saudi Arabia,OETH,\N,25.21299934387207,46.64099884033203,Thumamah Airport,OurAirports,3,airport,Asia/Riyadh
2092,Ras Tanajib,30,U,Saudi Arabia,OETN,\N,27.867799758911133,48.769100189208984,Ras Tanajib Airport,OurAirports,3,airport,Asia/Riyadh
2093,Turaif,2803,U,Saudi Arabia,OETR,TUI,31.692188,38.731544,Turaif Domestic Airport,OurAirports,3,airport,Asia/Riyadh
2095,Wejh,66,U,Saudi Arabia,OEWJ,EJH,26.19860076904297,36.47639846801758,Al Wajh Domestic Airport,OurAirports,3,airport,Asia/Riyadh
2096,Yenbo,26,U,Saudi Arabia,OEYN,YNB,24.144199,38.0634,Prince Abdulmohsin Bin Abdulaziz Airport,OurAirports,3,airport,Asia/Riyadh
2097,Abadan,10,E,Iran,OIAA,ABD,30.371099472,48.2282981873,Abadan Airport,OurAirports,3.5,airport,Asia/Tehran
2098,Dezful,474,E,Iran,OIAD,DEF,32.434399,48.397598,Dezful Airport,OurAirports,3.5,airport,Asia/Tehran
2099,Aghajari,88,E,Iran,OIAG,AKW,30.7444,49.6772,Aghajari Airport,OurAirports,3.5,airport,Asia/Tehran
2100,Gachsaran,2414,E,Iran,OIAH,GCH,30.337600708,50.827999115,Gachsaran Airport,OurAirports,3.5,airport,Asia/Tehran
2101,Masjed Soleiman,1206,E,Iran,OIAI,\N,32.00239944458008,49.27040100097656,Shahid Asyaee Airport,OurAirports,3.5,airport,Asia/Tehran
2102,Omidyeh,85,E,Iran,OIAJ,OMI,30.8351993560791,49.5349006652832,Omidiyeh Airport,OurAirports,3.5,airport,Asia/Tehran
2103,Bandar Mahshahr,8,E,Iran,OIAM,MRX,30.55620002746582,49.15190124511719,Mahshahr Airport,OurAirports,3.5,airport,Asia/Tehran
2104,Ahwaz,66,E,Iran,OIAW,AWZ,31.337400436399996,48.7620010376,Ahwaz Airport,OurAirports,3.5,airport,Asia/Tehran
2105,Abumusa I.,23,E,Iran,OIBA,AEU,25.8757,55.033001,Abu Musa Island Airport,OurAirports,3.5,airport,Asia/Tehran
2106,Bushehr,68,E,Iran,OIBB,BUZ,28.9447994232,50.8345985413,Bushehr Airport,OurAirports,3.5,airport,Asia/Tehran
2107,Bastak,1350,E,Iran,OIBH,\N,27.21269989013672,54.318599700927734,Bastak Airport,OurAirports,3.5,airport,Asia/Tehran
2108,Golbandi,15,E,Iran,OIBI,\N,27.4814,52.615501,Asaloyeh Airport,OurAirports,3.5,airport,Asia/Tehran
2109,Kish Island,101,E,Iran,OIBK,KIH,26.5261993408,53.980201721200004,Kish International Airport,OurAirports,3.5,airport,Asia/Tehran
2110,Bandar Lengeh,67,E,Iran,OIBL,BDH,26.531999588,54.824798584,Bandar Lengeh Airport,OurAirports,3.5,airport,Asia/Tehran
2111,Khark Island,17,E,Iran,OIBQ,KHK,29.260299682617188,50.32389831542969,Khark Island Airport,OurAirports,3.5,airport,Asia/Tehran
2112,Siri Island,43,E,Iran,OIBS,SXI,25.908899307250977,54.539398193359375,Sirri Island Airport,OurAirports,3.5,airport,Asia/Tehran
2113,Lavan Island,76,E,Iran,OIBV,LVP,26.810300827026367,53.356300354003906,Lavan Island Airport,OurAirports,3.5,airport,Asia/Tehran
2114,Bakhtaran,4307,E,Iran,OICC,KSH,34.3459014893,47.1581001282,Shahid Ashrafi Esfahani Airport,OurAirports,3.5,airport,Asia/Tehran
2117,Sanandaj,4522,E,Iran,OICS,SDG,35.24589920043945,47.00920104980469,Sanandaj Airport,OurAirports,3.5,airport,Asia/Tehran
2118,Daran,5256,E,Iran,OIFE,IFH,32.92890167236328,51.561100006103516,Hesa Airport,OurAirports,3.5,airport,Asia/Tehran
2119,Esfahan,5310,E,Iran,OIFH,\N,32.56700134277344,51.69160079956055,Shahid Vatan Pour Air Base,OurAirports,3.5,airport,Asia/Tehran
2120,Kashan,3465,E,Iran,OIFK,KKS,33.895302,51.577,Kashan Airport,OurAirports,3.5,airport,Asia/Tehran
2121,Esfahan,5059,E,Iran,OIFM,IFN,32.75080108642578,51.86130142211914,Esfahan Shahid Beheshti International Airport,OurAirports,3.5,airport,Asia/Tehran
2122,Sepah,5242,E,Iran,OIFP,\N,32.62110137939453,51.696998596191406,Badr Air Base,OurAirports,3.5,airport,Asia/Tehran
2123,Rasht,-40,E,Iran,OIGG,RAS,37.323333,49.617778,Sardar-e-Jangal Airport,OurAirports,3.5,airport,Asia/Tehran
2125,Arak,5440,E,Iran,OIHR,AJK,34.138099670410156,49.8473014831543,Arak Airport,OurAirports,3.5,airport,Asia/Tehran
2126,Abe-ali,3769,E,Iran,OIIA,\N,35.95209884643555,50.450801849365234,Ghazvin Azadi Airport,OurAirports,3.5,airport,Asia/Tehran
2127,Kushke Nosrat,3008,E,Iran,OIIC,\N,34.98400115966797,50.80619812011719,Kushke Nosrat Airport,OurAirports,3.5,airport,Asia/Tehran
2128,Teheran,4046,E,Iran,OIID,\N,35.702999114990234,51.475101470947266,Doshan Tappeh Air Base,OurAirports,3.5,airport,Asia/Tehran
2130,Teheran,3627,E,Iran,OIIG,\N,35.644798278808594,51.380699157714844,Ghale Morghi Airport,OurAirports,3.5,airport,Asia/Tehran
2131,Teheran,3962,E,Iran,OIII,THR,35.68920135498047,51.31340026855469,Mehrabad International Airport,OurAirports,3.5,airport,Asia/Tehran
2132,Ghazvin,4184,E,Iran,OIIK,GZW,36.240101,50.0471,Qazvin Airport,OurAirports,3.5,airport,Asia/Tehran
2133,Khoram Dareh,4040,E,Iran,OIIM,\N,35.77629852294922,50.88100051879883,Naja Airport,OurAirports,3.5,airport,Asia/Tehran
2134,Bandar Abbas,22,E,Iran,OIKB,BND,27.218299865722656,56.37779998779297,Bandar Abbas International Airport,OurAirports,3.5,airport,Asia/Tehran
2135,Jiroft,2663,E,Iran,OIKJ,JYR,28.726900100699996,57.67029953,Jiroft Airport,OurAirports,3.5,airport,Asia/Tehran
2136,Kerman,5741,E,Iran,OIKK,KER,30.274400711099997,56.9510993958,Kerman Airport,OurAirports,3.5,airport,Asia/Tehran
2138,Bandar Abbas,19,E,Iran,OIKP,HDR,27.158300399780273,56.17250061035156,Havadarya Airport,OurAirports,3.5,airport,Asia/Tehran
2139,Gheshm I.,45,E,Iran,OIKQ,\N,26.754600524902344,55.902400970458984,Dayrestan Airport,OurAirports,3.5,airport,Asia/Tehran
2141,Sirjan,5846,E,Iran,OIKY,SYJ,29.550899505615234,55.672698974609375,Sirjan Airport,OurAirports,3.5,airport,Asia/Tehran
2142,Birjand,4952,E,Iran,OIMB,XBJ,32.898101806640625,59.2661018371582,Birjand Airport,OurAirports,3.5,airport,Asia/Tehran
2143,Sarakhs,945,E,Iran,OIMC,CKT,36.50120162963867,61.06489944458008,Sarakhs Airport,OurAirports,3.5,airport,Asia/Tehran
2144,Emam Shahr,4215,E,Iran,OIMJ,RUD,36.4253005981,55.104198455799995,Shahroud Airport,OurAirports,3.5,airport,Asia/Tehran
2147,Tabas,2312,E,Iran,OIMT,TCX,33.6678009033,56.8927001953,Tabas Airport,OurAirports,3.5,airport,Asia/Tehran
2148,Kalaleh,425,E,Iran,OINE,KLM,37.3833007812,55.4519996643,Kalaleh Airport,OurAirports,3.5,airport,Asia/Tehran
2151,Ramsar,-70,E,Iran,OINR,RZR,36.9099006652832,50.67959976196289,Ramsar Airport,OurAirports,3.5,airport,Asia/Tehran
2153,Fasa,4261,E,Iran,OISF,FAZ,28.891799926757812,53.72330093383789,Fasa Airport,OurAirports,3.5,airport,Asia/Tehran
2154,Jahrom,3358,E,Iran,OISJ,JAR,28.586700439499996,53.5791015625,Jahrom Airport,OurAirports,3.5,airport,Asia/Tehran
2156,Lamerd,1337,E,Iran,OISR,LFM,27.3726997375,53.18880081179999,Lamerd Airport,OurAirports,3.5,airport,Asia/Tehran
2157,Shiraz,4920,E,Iran,OISS,SYZ,29.539199829101562,52.58980178833008,Shiraz Shahid Dastghaib International Airport,OurAirports,3.5,airport,Asia/Tehran
2158,Khoy,3981,E,Iran,OITK,KHY,38.4275016784668,44.97359848022461,Khoy Airport,OurAirports,3.5,airport,Asia/Tehran
2162,Tabriz,4459,E,Iran,OITT,TBZ,38.1338996887207,46.23500061035156,Tabriz International Airport,OurAirports,3.5,airport,Asia/Tehran
2163,Zanjan,5382,E,Iran,OITZ,JWN,36.7737007141,48.3594017029,Zanjan Airport,OurAirports,3.5,airport,Asia/Tehran
2164,Yazd,4054,E,Iran,OIYY,AZD,31.9048995972,54.2765007019,Shahid Sadooghi Airport,OurAirports,3.5,airport,Asia/Tehran
2165,Zabol,1628,E,Iran,OIZB,ACZ,31.09830093383789,61.54389953613281,Zabol Airport,OurAirports,3.5,airport,Asia/Tehran
2166,Chah Bahar,43,E,Iran,OIZC,ZBR,25.443300247199996,60.3820991516,Konarak Airport,OurAirports,3.5,airport,Asia/Tehran
2167,Zahedan,4564,E,Iran,OIZH,ZAH,29.47570037841797,60.90620040893555,Zahedan International Airport,OurAirports,3.5,airport,Asia/Tehran
2168,Iran Shahr,2040,E,Iran,OIZI,IHR,27.2360992432,60.7200012207,Iran Shahr Airport,OurAirports,3.5,airport,Asia/Tehran
2169,Saravan,3930,E,Iran,OIZS,\N,27.419300079345703,62.315799713134766,Saravan Airport,OurAirports,3.5,airport,Asia/Tehran
2170,Amman,2395,E,Jordan,OJAI,AMM,31.7226009369,35.9931983948,Queen Alia International Airport,OurAirports,2,airport,Asia/Amman
2171,Amman,2555,E,Jordan,OJAM,ADJ,31.972700119018555,35.991600036621094,Amman-Marka International Airport,OurAirports,2,airport,Asia/Amman
2172,Aqaba,175,E,Jordan,OJAQ,AQJ,29.611600875854492,35.01810073852539,Aqaba King Hussein International Airport,OurAirports,2,airport,Asia/Amman
2173,Hotel Four,2220,E,Jordan,OJHF,\N,32.160702,37.149399,Prince Hassan Air Base,OurAirports,2,airport,Asia/Amman
2174,Jerusalem,2485,U,West Bank,OJJR,\N,31.864700317383,35.219200134277,Jerusalem Airport,OurAirports,2,airport,Asia/Jerusalem
2175,Mafraq,2240,E,Jordan,OJMF,OMF,32.3564,36.259201,King Hussein Air College,OurAirports,2,airport,Asia/Amman
2176,Kuwait,206,U,Kuwait,OKBK,KWI,29.226600646972656,47.96889877319336,Kuwait International Airport,OurAirports,3,airport,Asia/Kuwait
2177,Beirut,87,E,Lebanon,OLBA,BEY,33.820899963378906,35.488399505615234,Beirut Rafic Hariri International Airport,OurAirports,2,airport,Asia/Beirut
2178,Kleiat,75,E,Lebanon,OLKA,KYE,34.589298248291016,36.01129913330078,Rene Mouawad Air Base,OurAirports,2,airport,Asia/Beirut
2179,Abu Dhabi,88,U,United Arab Emirates,OMAA,AUH,24.433000564575195,54.651100158691406,Abu Dhabi International Airport,OurAirports,4,airport,Asia/Dubai
2180,Abu Dhabi,16,U,United Arab Emirates,OMAD,AZI,24.428300857543945,54.458099365234375,Bateen Airport,OurAirports,4,airport,Asia/Dubai
2181,Al Hamra,50,U,United Arab Emirates,OMAH,\N,24.073999404907227,52.463600158691406,Al Hamra Aux Airport,OurAirports,4,airport,Asia/Dubai
2182,Jebel Dhana,43,U,United Arab Emirates,OMAJ,\N,24.187400817871094,52.61399841308594,Jebel Dhana Airport,OurAirports,4,airport,Asia/Dubai
2184,Abu Dhabi,77,U,United Arab Emirates,OMAM,DHF,24.248199462900004,54.547698974599996,Al Dhafra Air Base,OurAirports,4,airport,Asia/Dubai
2185,Arzana,15,U,United Arab Emirates,OMAR,\N,24.780500411987305,52.559898376464844,Arzanah Airport,OurAirports,4,airport,Asia/Dubai
2186,Das Island,12,U,United Arab Emirates,OMAS,\N,25.14620018005371,52.87369918823242,Das Island Airport,OurAirports,4,airport,Asia/Dubai
2187,Zirku,14,U,United Arab Emirates,OMAZ,\N,24.862491607666016,53.07714080810547,Zirku Airport,OurAirports,4,airport,Asia/Dubai
2188,Dubai,62,U,United Arab Emirates,OMDB,DXB,25.2527999878,55.3643989563,Dubai International Airport,OurAirports,4,airport,Asia/Dubai
2189,Fujeirah,152,U,United Arab Emirates,OMFJ,FJR,25.112199783325195,56.32400131225586,Fujairah International Airport,OurAirports,4,airport,Asia/Dubai
2190,Ras Al Khaimah,102,U,United Arab Emirates,OMRK,RKT,25.613500595092773,55.93880081176758,Ras Al Khaimah International Airport,OurAirports,4,airport,Asia/Dubai
2191,Sharjah,111,U,United Arab Emirates,OMSJ,SHJ,25.32859992980957,55.5172004699707,Sharjah International Airport,OurAirports,4,airport,Asia/Dubai
2192,Khasab,100,U,Oman,OOKB,KHS,26.17099952697754,56.2406005859375,Khasab Air Base,OurAirports,4,airport,Asia/Muscat
2193,Masirah,64,U,Oman,OOMA,MSH,20.675399780273438,58.890499114990234,Masirah Air Base,OurAirports,4,airport,Asia/Muscat
2194,Muscat,48,U,Oman,OOMS,MCT,23.593299865722656,58.284400939941406,Muscat International Airport,OurAirports,4,airport,Asia/Muscat
2195,Salalah,73,U,Oman,OOSA,SLL,17.038700103759766,54.09130096435547,Salalah Airport,OurAirports,4,airport,Asia/Muscat
2196,Thumrait,1570,U,Oman,OOTH,TTH,17.666000366210938,54.024600982666016,Thumrait Air Base,OurAirports,4,airport,Asia/Muscat
2197,Bhagtanwala,600,N,Pakistan,OPBG,BHW,32.056098938,72.94840240479999,Bhagatanwala Airport,OurAirports,5,airport,Asia/Karachi
2202,Faisalabad,591,N,Pakistan,OPFA,LYP,31.364999771118164,72.99479675292969,Faisalabad International Airport,OurAirports,5,airport,Asia/Karachi
2203,Gwadar,36,N,Pakistan,OPGD,GWD,25.233299255371094,62.329498291015625,Gwadar International Airport,OurAirports,5,airport,Asia/Karachi
2204,Gilgit,4796,N,Pakistan,OPGT,GIL,35.918800354003906,74.33360290527344,Gilgit Airport,OurAirports,5,airport,Asia/Karachi
2205,Jacobsbad,185,N,Pakistan,OPJA,JAG,28.28420066833496,68.44969940185547,Shahbaz Air Base,OurAirports,5,airport,Asia/Karachi
2206,Karachi,100,N,Pakistan,OPKC,KHI,24.9065,67.160797,Jinnah International Airport,OurAirports,5,airport,Asia/Karachi
2207,Lahore,712,N,Pakistan,OPLA,LHE,31.5216007232666,74.40360260009766,Alama Iqbal International Airport,OurAirports,5,airport,Asia/Karachi
2208,Lahore,679,N,Pakistan,OPLH,\N,31.494800567626953,74.34619903564453,Walton Airport,OurAirports,5,airport,Asia/Karachi
2209,Mangla,902,N,Pakistan,OPMA,XJM,33.05009841918945,73.63839721679688,Mangla Airport,OurAirports,5,airport,Asia/Karachi
2210,Muzaffarabad,2691,N,Pakistan,OPMF,MFG,34.3390007019043,73.50859832763672,Muzaffarabad Airport,OurAirports,5,airport,Asia/Karachi
2211,Mianwali,690,N,Pakistan,OPMI,MWD,32.5630989074707,71.5707015991211,Mianwali Air Base,OurAirports,5,airport,Asia/Karachi
2212,Moenjodaro,154,N,Pakistan,OPMJ,MJD,27.3351993560791,68.14309692382812,Moenjodaro Airport,OurAirports,5,airport,Asia/Karachi
2213,Karachi,35,N,Pakistan,OPMR,\N,24.893600463867188,66.93879699707031,Masroor Air Base,OurAirports,5,airport,Asia/Karachi
