Active,Airline,AirlineID,Alias,Callsign,Country,IATA,ICAO
N,Vuela Bus,5381,\N,VUELA BUS,Mexico,"",VUS
N,Vuelos Corporativos de Tehuacan,5376,\N,VUELOS TEHUACAN,Mexico,"",VTH
N,Vuelos Especializados Tollocan,5375,\N,VUELOS TOLLOCAN,Mexico,"",VTC
N,Vuelos Internos Privados VIP,5380,\N,VIPEC,Ecuador,"",VUR
N,VZ Flights,5334,\N,ZETA FLIGHTS,Mexico,"",VFT
N,Vzlyet,5382,\N,VZLYET,Russia,"",VZL
N,Waddington FTU,4126,\N,VULCAN,United Kingdom,"",WAD
N,Walmart Aviation,5390,\N,CHARGE,United States,"",CGG
N,Walsten Air Services,5391,\N,WALSTEN,Canada,"",WAS
N,Walter I Linkoping,5392,\N,GOTHIC,Sweden,"",GOT
N,Wapiti Aviation,5393,\N,WAPITI,Canada,"",WPT
N,Warbelow's Air Ventures,5394,\N,WARBELOW,United States,"",WAV
N,Warwickshire Aerocentre Ltd.,5395,\N,AIRTAX,United Kingdom,"",ATX
N,Wasaya Airways,5396,\N,WASAYA,Canada,"",WSG
N,WDL Aviation,5387,\N,WDL,Germany,"",WDL
N,Weasua Air Transport Company,5398,\N,WATCO,Liberia,"",WTC
N,Welch Aviation,5400,\N,THUNDER BAY,United States,"",TDB
N,Wermlandsflyg AB,5402,\N,BLUESTAR,Sweden,"",BLW
N,West Africa Airlines,5403,\N,KILO YANKEE,Ghana,"",WCB
N,West African Air Transport,5404,\N,WESTAF AIRTRANS,Senegal,"",WTF
N,West African Airlines,5405,\N,"",Benin,"",WSF
N,West African Cargo Airlines,5406,\N,WESTAF CARGO,Mauritania,"",WAC
N,West Air Luxembourg,5407,\N,WEST LUX,Luxembourg,"",WLX
N,West Air Sweden,5408,\N,AIR SWEDEN,Sweden,PT,SWN
N,West Caribbean Airways,5409,\N,"",Colombia,"",WCW
N,West Caribbean Costa Rica,5410,\N,WEST CARIBBEAN,Costa Rica,"",WCR
N,West Coast Airlines,5412,\N,WHISKY INDIA,Ghana,"",WCG
N,West Coast Airways,5413,\N,WEST-LEONE,Sierra Leone,"",WCA
N,West Freugh DTEO,5414,\N,TEEBIRD,United Kingdom,"",TEE
N,West Wind Aviation,5415,\N,WESTWIND,Canada,"",WEW
N,WestAir,18722,"","",United States,OE,\N
N,WestAir Airlines,18723,"","",United States,OE,\N
N,WestAir Airlines,18724,"","",United States,OE,\N
N,Westair Aviation,5417,\N,WESTAIR WINGS,Namibia,"",WAA
N,Westair Cargo Airlines,5418,\N,WESTCAR,Cote d'Ivoire,"",WSC
N,Westair Industries,5419,\N,PAC VALLEY,United States,"",PCM
N,Westcoast Energy,5420,\N,BLUE FLAME,Canada,"",BLK
N,Western Air,5421,\N,WESTERN BAHAMAS,Bahamas,"",WST
N,Western Air Couriers,5422,\N,NORPAC,United States,"",NPC
N,Western Air Express,5423,\N,WESTERN EXPRESS,United States,"",WAE
N,Western Arctic Air,5425,\N,WESTERN ARCTIC,Canada,"",WAL
N,Western Aviators,5426,\N,WESTAVIA,United States,"",WTV
N,Western Express Air Lines,5427,\N,WEST EX,Canada,"",WES
N,Western Pacific Airlines,5428,\N,KOMSTAR,United States,"",KMR
N,Western Pacific Airservice,5429,\N,WESTPAC,Solomon Islands,"",WPA
N,Westflight Aviation,5430,\N,WEST LINE,United Kingdom,"",WSL
N,Westgates Airlines,5431,\N,WESTATES,United States,"",WSA
N,Westland Helicopters,5432,\N,WESTLAND,United Kingdom,"",WHE
N,Westpoint Air,5433,\N,WESTPOINT,Canada,"",WTP
N,Westward Airways,5434,\N,WESTWARD,United States,CN,WWD
N,White,5435,\N,YOUNG SKY,Portugal,"",WHT
N,White Eagle Aviation,5436,\N,WHITE EAGLE,Poland,"",WEA
N,White River Air Services,5437,\N,"",Canada,"",WRA
N,Whyalla Airlines,5438,\N,"",Australia,"",WWL
N,Wiggins Airways,5440,\N,WIGGINS AIRWAYS,United States,"",WIG
N,Wiking Helikopter Service,5441,\N,WEEKING,Germany,"",WHS
N,Wilbur's Flight Operations,5442,\N,WILBURS,United States,"",WFO
N,Williams Air,5443,\N,WILLIAMS AIR,United States,"",WLS
N,Williams Grand Prix Engineering,5444,\N,GRAND PRIX,United Kingdom,"",WGP
N,Wimbi Dira Airways,5445,\N,WIMBI DIRA,Democratic Republic of Congo,"",WDA
N,Winair,5446,\N,WINAIR,United States,"",WNA
N,Wind Spirit Air,5448,\N,WIND SPIRIT,United States,"",WSI
N,Windrose Air,5449,\N,QUADRIGA,Germany,"",QGA
N,Windward Islands Airways International,5450,\N,WINDWARD,Netherland,"",WIA
N,Wings Air Transport,5452,\N,"",Sudan,"",WAT
N,Wings Airways,5453,\N,WING SHUTTLE,United States,"",WAW
N,Wings Aviation,5454,\N,WINGJET,Guyana,"",WOL
N,Wings Express,5455,\N,WINGS EXPRESS,United States,"",WEX
N,Wings of Alaska,5456,\N,WINGS ALASKA,United States,K5,WAK
N,Wings of England,20124,"","",United Kingdom,EX,"..,"
N,Wings of Lebanon Aviation,5457,\N,WING LEBANON,Lebanon,"",WLB
N,Winlink,5458,\N,WINLINK,Saint Lucia,"",WIN
N,Wisconsin Air National Guard,5459,\N,"",United States,"",WAG
N,Wisman Aviation,5460,\N,WISMAN,United States,"",WSM
N,Wittering FTU,4127,\N,STRIKER,United Kingdom,"",WIT
N,Wondair on Demand Aviation,5463,\N,WONDAIR,Spain,"",WNR
N,Woodgate Executive Air Charter,5464,\N,CAUSEWAY,United Kingdom,"",CWY
N,World Weatherwatch,5466,\N,"",Canada,"",XWW
N,World Wing Aviation,5467,\N,MANAS WING,Kyrgyzstan,"",WWM
N,Worldspan,5468,\N,"",United States,1P,""
N,Worldways,11922,"","",Canada,WG,WGC
N,Worldwide Air Charter Systems,5469,\N,CHARTER SYSTEMS,Canada,"",CSW
N,Worldwide Aviation Services,5470,\N,"",Pakistan,"",WWS
N,Worldwide Jet Charter,5471,\N,WORLDWIDE,United States,"",WWI
N,WRA Inc,5388,\N,WRAP AIR,United States,"",WRR
N,Wright Air Lines,5472,\N,WRIGHT-AIR,United States,"",WRT
N,Wright Air Service,5473,\N,WRIGHT FLYER,United States,8V,WRF
N,WSI Corporation,5389,\N,"",United States,"",XWS
N,Wuhan Airlines,5474,\N,WUHAN AIR,China,"",CWU
N,Wycombe Air Centre,5475,\N,WYCOMBE,United Kingdom,"",WYC
N,Wyoming Airlines,5476,\N,WYOMING,United States,"",WYG
N,Xabre Aerolineas,5481,\N,AERO XABRE,Mexico,"",XAB
N,Xclusive Jet Charter Limited,5482,\N,EXCLUSIVE JET,United Kingdom,"",XJC
N,Xerox Corporation,5483,\N,XEROX,United States,"",XER
N,Xinjiang Airlines,5485,\N,XINJIANG,China,"",CXJ
N,Xjet Limited,5486,\N,XRAY,United Kingdom,"",XJT
N,XP Internation,5480,\N,XP PARCEL,Netherlands,"",XPS
N,Xtra Airways,5487,\N,RUBY MOUNTAIN,United States,XP,CXP
N,Yakolev,5491,\N,YAK AVIA,Russia,"",YAK
N,Yak-Service,5490,\N,YAK-SERVICE,Russia,"",AKY
N,Yana Airlines,5493,\N,VICAIR,Cambodia,"",CYG
N,Yangtze River Express,5494,\N,YANGTZE RIVER,China,Y8,YZR
N,Yellow Air Taxi,5640,"","",United States,Y0,\N
N,Yellow Wings Air Services,5495,\N,YELLOW WINGS,Kenya,"",ELW
N,Yerevan-Avia,5497,\N,YEREVAN-AVIA,Armenia,"",ERV
N,Young Flying Service,5498,\N,YOUNG AIR,United States,"",YFS
N,Yuhi Air Lines,5499,\N,"",Japan,"",AYU
N,Yuzhnaya Aircompany,5500,\N,PLUTON,Kazakhstan,"",UGN
N,Zagros Airlines,5505,\N,ZAGROS,Iran,"",IZG
N,Zaire Aero Service,5506,\N,ZASAIR,Democratic Republic of Congo,"",ZAI
N,Zairean Airlines,5507,\N,ZAIREAN,Democratic Republic of Congo,"",ZAR
N,Zambezi Airlines,5509,\N,ZAMBEZI WINGS,Zambia,"",ZMA
N,Zambian Airways,5508,\N,ZAMBIANA,Zambia,Q3,MBN
N,Zantop International Airlines,5511,\N,ZANTOP,United States,"",ZAN
N,ZAS Airlines of Egypt,5512,\N,ZAS AIRLINES,Egypt,"",ZAS
N,Z-Avia,5504,\N,ZEDAVIA,Armenia,"",RZV
N,Zenith Air,5513,\N,ZENAIR,South Africa,"",AZR
N,Zenmour Airlines,5514,\N,ZENMOUR,Mauritania,"",EMR
N,Zephyr Express,5515,\N,RECOVERY,United States,"",RZR
N,Zhejiang Airlines,5516,\N,ZHEJIANG,China,"",CJG
N,Zhetysu,5517,\N,ZHETYSU,Kazakhstan,"",JTU
N,Zhez Air,5518,\N,"",Kazakhstan,"",KZH
N,Zhongfei General Aviation,5519,\N,ZHONGFEI,China,"",CFZ
N,Zhongyuan Aviation,5520,\N,ZHONGYUAN,China,"",CYN
N,Zimbabwean Airlines,16570,"","",Zimbabwe,Z7,\N
N,Zimex Aviation,5522,\N,ZIMEX,Switzerland,C4,IMX
N,Zip,5521,\N,ZIPPER,Canada,3J,WZP
N,Zoom Airways,5524,\N,ZED AIR,Bangladesh,"",ZAW
N,Zorex,5525,\N,ZOREX,Spain,"",ORZ
N,Zracno Pristaniste Mali Losinj,5526,\N,MALI LOSINJ,Croatia,"",MLU
N,Zuliana de Aviacion,15970,Zuliana,"",Venezuela,OD,ULA
Y,12 North,16901,"",12N,India,12,N12
Y,1Time Airline,3,\N,NEXTIME,South Africa,1T,RNX
Y,40-Mile Air,10,\N,MILE-AIR,United States,Q5,MLA
Y,88,13781,"","",Cyprus,47,VVN
Y,Abacus International,14,\N,"",Singapore,1B,""
Y,ABSA - Aerolinhas Brasileiras,42,\N,ABSA Cargo,Brazil,M3,TUS
Y,Abu Dhabi Amiri Flight,502,\N,SULTAN,United Arab Emirates,MO,AUH
Y,Access Air,792,\N,CYCLONE,United States,ZA,CYD
Y,ACES Colombia,110,\N,ACES,Colombia,"",AES
Y,AD Aviation,665,\N,FLIGHTVUE,United Kingdom,"",VUE
Y,Ada Air,72,\N,ADA AIR,Albania,ZY,ADE
Y,Adam Air,800,\N,ADAM SKY,Indonesia,KI,DHI
Y,Adria Airways,83,\N,ADRIA,Slovenia,JP,ADR
Y,Aegean Airlines,96,\N,AEGEAN,Greece,A3,AEE
Y,Aer Arann,1188,\N,AER ARANN,Ireland,RE,REA
Y,Aer Lingus,837,\N,SHAMROCK,Ireland,EI,EIN
Y,Aereonautica militare,14849,"","",Italy,JY,AXZ
Y,Aero Benin,93,\N,AEROBEN,Benin,EM,AEB
Y,Aero Condor Peru,753,\N,CONDOR-PERU,Peru,Q6,CDP
Y,Aero Contractors,1116,\N,AEROLINE,Nigeria,AJ,NIG
Y,Aero Flight,386,\N,Aero Fox,Germany,GV,ARF
Y,Aero Lanka,1206,\N,AERO LANKA,Sri Lanka,QL,RLN
Y,Aero VIP (2D),18477,"","",Portugal,2D,\N
Y,Aerocondor,410,\N,AEROCONDOR,Portugal,2B,ARD
Y,Aeroflot Russian Airlines,130,\N,AEROFLOT,Russia,SU,AFL
Y,Aeroflot-Don,816,\N,DONAVIA,Russia,D9,DNV
Y,Aeroflot-Nord,503,\N,DVINA,Russia,5N,AUL
Y,Aerolane,1034,\N,LAN ECUADOR,Ecuador,XL,LNE
Y,Aeroline GmbH,563,\N,SYLT-AIR,Germany,7E,AWU
Y,Aerolineas Africanas,16131,"","",Guinea,"",AA1
Y,Aerolineas Argentinas,412,\N,ARGENTINA,Argentina,AR,ARG
Y,Aerolineas Galapagos (Aerogal),1338,\N,AEROGAL,Ecuador,2K,GLG
Y,Aerolineas heredas santa maria,10371,"","",Dominican Republic,"",SZB
Y,Aerolitoral,165,\N,COSTERA,Mexico,5D,SLI
Y,Aeromar,1290,\N,TRANS-AEROMAR,Mexico,VW,TAO
Y,AeroMéxico,321,\N,AEROMEXICO,Mexico,AM,AMX
Y,Aeronautica Militare,20653,"",Italian Airforce,Italy,"",IAM
Y,Aeronorte,1232,\N,LUZAVIA,Portugal,"",RTE
Y,Aeropelican Air Services,1143,\N,PELICAN,Australia,OT,PEL
Y,Aeroper,179,\N,Aeroperu,Peru,PL,PLI
Y,AeroRep,1224,\N,AEROREPUBLICA,Colombia,P5,RPB
Y,Aero-Service,1230,\N,CONGOSERV,Republic of the Congo,BF,RSR
Y,Aerosur,1231,\N,AEROSUR,Bolivia,5L,RSU
Y,Aerosvit Airlines,114,\N,AEROSVIT,Ukraine,VV,AEW
Y,AeroWorld,16660,Sovet Air,sovet,Russia,W4,WER
Y,Africa West,715,\N,WEST TOGO,Togo,FK,WTA
Y,Afriqiyah Airways,32,\N,AFRIQIYAH,Libya,8U,AAW
Y,Aigle Azur,21,\N,AIGLE AZUR,France,ZI,AAF
Y,Air 26,11798,"",DUCARD,Angola,"",DCD
Y,Air Afrique,1202,\N,AIRAFRIC,Ivory Coast,RK,RKA
Y,Air Alfa,1017,\N,"",Turkey,"",LFA
Y,Air Algerie,794,\N,AIR ALGERIE,Algeria,AH,DAH
Y,Air Alps Aviation (A6),17989,"",ALPAV,Austria,A6,\N
Y,Air Antilles Express,11741,"",GREEN BIRD,Guadeloupe,3S,\N
Y,Air Arabia,329,\N,ARABIA,United Arab Emirates,G9,ABY
Y,Air Arabia Egypt,16963,"","",Egypt,E5,RBG
Y,Air Arabia Maroc,9818,"",Air Arabia,Morocco,3O,\N
Y,Air Astana,1006,\N,ASTANALINE,Kazakhstan,KC,KZR
Y,Air Atlanta Icelandic,221,\N,ATLANTA,Iceland,CC,ABD
Y,Air Austral,1191,\N,REUNION,France,UU,REU
Y,Air Bagan,970,\N,AIR BAGAN,Myanmar,W9,JAB
Y,Air Baltic,333,\N,AIRBALTIC,Latvia,BT,BTI
Y,Air Bangladesh,543,\N,AIR BANGLA,Bangladesh,B9,BGD
Y,Air Batumi,17027,"","",Georgia,"",BTM
Y,Air Berlin,214,\N,AIR BERLIN,Germany,AB,BER
Y,Air Bosna,132,\N,AIR BOSNA,Bosnia and Herzegovina,JA,BON
Y,Air Botswana,683,\N,BOTSWANA,Botswana,BP,BOT
Y,Air Bourbon,220,\N,BOURBON,Reunion,ZB,BUB
Y,Air Bucharest,16939,"","",Romania,"",BUR
Y,Air Burkina,470,\N,BURKINA,Burkina Faso,2J,VBW
Y,Air Busan,5982,\N,Air Busan,Republic of Korea,BX,ABL
Y,Air Caledonie International,139,\N,AIRCALIN,France,SB,ACI
Y,Air Canada,330,\N,AIR CANADA,Canada,AC,ACA
Y,Air Canada Jazz,983,\N,JAZZ,Canada,QK,JZA
Y,Air Caraïbes,567,\N,FRENCH WEST,France,TX,FWI
Y,Air Cargo Carriers,149,\N,NIGHT CARGO,United States,2Q,SNC
Y,Air Cargo Germany,16585,"",Loadmaster,Germany,6U,\N
Y,Air Carnival,21270,"","",India,2S,\N
Y,Air Century,11726,"","",Dominican Republic,"",CEY
Y,Air Chathams,787,\N,CHATHAM,New Zealand,CV,CVA
Y,Air China,751,\N,AIR CHINA,China,CA,CCA
Y,Air Choice One,10739,"","",United States,3E,\N
Y,Air Comet Chile,9851,"","",Chile,3I,\N
Y,Air Costa,19451,"","",India,LB,\N
Y,Air Cudlua,16881,Air Cudlua,Cudlua,United Kingdom,"",CUD
Y,Air Dolomiti,807,\N,DOLOMOTI,Italy,EN,DLA
Y,Air Europa,90,\N,EUROPA,Spain,UX,AEA
Y,Air Europe,106,\N,AIR EUROPE,Italy,PE,AEL
Y,Air Exel,575,\N,EXEL COMMUTER,Netherlands,XT,AXL
Y,Air Explore,16895,"","",Slovakia,"",AXE
Y,Air Finland,876,\N,AIR FINLAND,Finland,OF,FIF
Y,Air Florida,882,\N,AIR FLORIDA,United States,QH,FLZ
Y,Air Foyle,690,\N,FOYLE,United Kingdom,GS,UPA
Y,Air France,137,\N,AIRFRANS,France,AF,AFR
Y,Air Glaciers,174,\N,AIR GLACIERS,Switzerland,7T,AGV
Y,Air Greenland,921,\N,GREENLAND,Denmark,GL,GRL
Y,Air Guinee Express,909,\N,FUTURE EXPRESS,Guinea,2U,GIP
Y,Air Guyane,931,\N,GREEN BIRD,French Guiana,GG,GUY
Y,Air Hamburg (AHO),16116,"",Air Hamburg,Germany,HH,AHO
Y,Air Iceland,896,\N,FAXI,Iceland,NY,FXI
Y,Air India Express,569,\N,EXPRESS INDIA,India,IX,AXB
Y,Air India Limited,218,\N,AIRINDIA,India,AI,AIC
Y,Air India Regional,13105,"",ALLIED,India,CD,\N
Y,AIR INDOCHINE,16084,"","",Vietnam,"",IIA
Y,Air Indus,17574,Indus Airlines Pak,AIPL,Pakistan,PP,AI0
Y,Air Italy,116,\N,AIR ITALY,Italy,I9,AEY
Y,Air Italy Egypt,11815,"","",Egypt,"",EUD
Y,Air Ivoire,682,\N,AIRIVOIRE,Ivory Coast,VU,VUN
Y,Air Jamaica,239,\N,JAMAICA,Jamaica,JM,AJM
Y,Air Japan,250,\N,AIR JAPAN,Japan,NQ,AJX
Y,Air Kazakhstan,6222,"",Kazakh,Kazakhstan,9Y,KZK
Y,Air KBZ,18476,"",Air KBZ,Burma,"",KBZ
Y,Air Kenya (Priv),20127,"","",Kenya,QP,\N
Y,Air Kiribati,263,\N,"",Kiribati,4A,AKL
Y,Air Korea Co. Ltd.,252,\N,"",Republic of Korea,"",AKA
Y,Air Koryo,998,\N,AIR KORYO,Democratic People's Republic of Korea,JS,KOR
Y,Air Libert,299,\N,"",France,VD,""
Y,Air Lituanica,19610,Air Lituanica,LITUANICA,Lithuania,LT,LTU
Y,Air Luxor,1052,\N,AIRLUXOR,Portugal,LK,LXR
Y,Air Macau,316,\N,AIR MACAO,Macao,NX,AMU
Y,Air Madagascar,1066,\N,AIR MADAGASCAR,Madagascar,MD,MDG
Y,Air Madrid,817,\N,ALADA AIR,Spain,NM,DRD
Y,Air Majoro,18676,"",Air Majoro,Peru,"",MJP
Y,Air Malawi,306,\N,MALAWI,Malawi,QM,AML
Y,Air Malta,242,\N,AIR MALTA,Malta,KM,AMC
Y,Air Mandalay,5813,"",Six Tango,Burma,6T,\N
Y,Air Marshall Islands,788,\N,AIR MARSHALLS,Marshall Islands,CW,CWM
Y,Air Mauritius,1057,\N,AIRMAURITIUS,Mauritius,MK,MAU
Y,Air Mediterranee,547,\N,MEDITERRANEE,France,DR,BIE
Y,Air Mekong,16103,"",Air Mekong,Vietnam,P8,MKG
Y,Air Moldova,1073,\N,AIR MOLDOVA,Moldova,9U,MLD
Y,Air Moorea,551,\N,AIR MOOREA,France,"",TAH
Y,Air Mozambique,9541,"","",Mozambique,TM,\N
Y,Air Namibia,153,\N,NAMIBIA,Namibia,SW,NMB
Y,Air New Zealand,345,\N,NEW ZEALAND,New Zealand,NZ,ANZ
Y,Air Nippon,336,\N,ANK AIR,Japan,EL,ANK
Y,Air Niugini,328,\N,NUIGINI,Papua New Guinea,PX,ANG
Y,Air North Charter - Canada,341,\N,AIR NORTH,Canada,4N,ANT
Y,Air Nostrum,327,\N,AIR NOSTRUM,Spain,YW,ANE
Y,Air One,240,\N,HERON,Italy,AP,ADH
Y,Air Pacific,879,\N,PACIFIC,Fiji,FJ,FJI
Y,Air Pegasus,20286,"","",India,OP,PPL
Y,Air Philippines,897,\N,ORIENT PACIFIC,Philippines,2P,GAP
Y,Air Plus Comet,1087,\N,RED COMET,Spain,A7,MPD
Y,Air Rarotonga,4234,\N,"",Cook Islands,GZ,RAR
Y,Air Sahara,241,\N,SAHARA,India,S2,RSH
Y,Air Saint Pierre,477,\N,"",France,PJ,SPM
Y,Air Salone,146,\N,"",Sierra Leone,2O,""
Y,Air Salone,1213,\N,AIR SALONE,Sierra Leone,20,RNE
Y,Air Serbia,19582,\N,AIR SERBIA,Serbia,JU,ASL
Y,Air Seychelles,319,\N,SEYCHELLES,Seychelles,HM,SEY
Y,Air Sicilia,312,\N,"",Italy,BM,""
Y,Air Sinai,442,\N,AIR SINAI,Egypt,4D,ASD
Y,Air Southwest,492,\N,SWALLOW,United Kingdom,"",WOW
Y,Air Sunshine,295,\N,AIR SUNSHINE,United States,"",RSI
Y,Air Tahiti,692,\N,AIR TAHITI,French Polynesia,VT,VTA
Y,Air Tahiti Nui,225,\N,TAHITI AIRLINES,France,TN,THT
Y,Air Tanzania,465,\N,TANZANIA,Tanzania,TC,ATC
Y,Air Tindi,68,\N,"",Canadian Territories,8T,""
Y,Air Transat,1317,\N,TRANSAT,Canada,TS,TSC
Y,Air Vanuatu,524,\N,AIR VAN,Vanuatu,NF,AVN
Y,Air VIA,695,\N,"",Bulgaria,VL,VIM
Y,Air Vistara,20264,Tata SIA Airlines,"",India,UK,VTI
Y,Air Volga,11855,"",GOUMRAK,Russia,G6,\N
Y,Air Wales,565,\N,RED DRAGON,United Kingdom,6G,AWW
Y,Air Wisconsin,282,\N,AIR WISCONSIN,United States,ZW,AWI
Y,Air Zimbabwe,608,\N,AIR ZIMBABWE,Zimbabwe,UM,AZW
Y,Air2there,13242,"","",New Zealand,F8,\N
Y,AirAsia,576,Air Asia,ASIAN EXPRESS,Malaysia,AK,AXM
Y,AirAsia Japan,18237,"",WING ASIA,Japan,"",WAJ
Y,AirAsia X,2417,FlyAsianXpress,XANADU,Malaysia,D7,XAX
Y,Airblue,208,\N,PAKBLUE,Pakistan,ED,ABQ
Y,Aircompany Yakutia,1287,\N,AIR YAKUTIA,Russia,R3,SYL
Y,Aires,411,\N, Aerovias de Integracion Regional, S.A.,4C,ARE
Y,Airfix Aviation,878,\N,AIRFIX,Finland,"",FIX
Y,Airlift International,210,\N,AIRLIFT,United States,"",AIR
Y,Airlinair,1203,\N,AIRLINAIR,France,A5,RLA
Y,Airlines Of Tasmania,476,\N,AIRTAS,Australia,FO,ATM
Y,Airlines PNG,1308,\N,BALUS,Papua New Guinea,CG,TOK
Y,Airlink (SAA),15930,"","",South Africa,4Z,\N
Y,Airnorth,338,\N,TOPEND,Australia,TL,ANO
Y,AirOnix,17889,"","",Ukraine,OG,\N
Y,AirRussia,16728,RussianConector,russiancloud,Russia,R8,RRJ
Y,AirTran Airways,1316,\N,CITRUS,United States,FL,TRS
Y,ALAK,10737,"","",Russia,J4,\N
Y,Alaska Airlines,439,\N, Inc.,ALASKA,AS,ASA
Y,Alaska Central Express,109,\N,ACE AIR,United States,KO,AER
Y,Alaska Seaplane Service,10912,"","",United States,J5,\N
Y,Albanian Airlines,1008,\N,ALBANIAN,Albania,LV,LBC
Y,AlbaStar,16940,"","",Spain,"",LAV
Y,Alghanim,20808,"","",United States,"",KYA
Y,Alitalia,596,\N,ALITALIA,Italy,AZ,AZA
Y,Alitalia Cityliner,16975,"","",Italy,CT,\N
Y,Alitalia Express,371,\N,ALIEXPRESS,Italy,XM,SMX
Y,All Africa,19806,All Africa,"",South Africa,9A,99F
Y,All America,19804,All America,"",United States,A2,AL2
Y,All America AR,19970,All America Argentina,"",Argentina,2R,M7A
Y,All America BOPY,21131,All America BOPY,BOPY,Paraguay,0P,PYB
Y,All America BR,19977,All America Brasil,"",Brazil,1Y,A9B
Y,All America CL,19971,All America Chile,"",Chile,1R,R1R
Y,All America CO,20073,All America Colombia,"",Colombia,0Y,7ZC
Y,All America MX,20074,All America México,"",Mexico,0M,0MM
Y,All America US,20978,All America US,"",United States,AG,SSA
Y,All Argentina,19803,All Argentina,"",Argentina,L1,AL1
Y,All Argentina Express,19928,All Argentina Express,"",Argentina,Z0,Z9H
Y,All Asia,19805,All Asia,"",China,L9,AL3
Y,All Australia,19830,All Australia,"",Australia,88,8K8
Y,All Colombia,19813,All Colombia,"",Colombia,7O,7KK
Y,All Europe,19808,All Europe,"",United Kingdom,N9,N99
Y,All Nippon Airways,324,ANA All Nippon Airways,ALL NIPPON,Japan,NH,ANA
Y,All Spain,19809,All Spain,"",Spain,N7,N77
Y,Allegheny Commuter Airlines,287,\N,ALLEGHENY,United States,"",ALO
Y,Allegiant Air,35,\N,ALLEGIANT,United States,G4,AAY
Y,Alliance Airlines,120,\N,UNITY,Australia,QQ,UTY
Y,AlMasria Universal Airlines,11811,"",ALMASRIA,Egypt,UJ,LMU
Y,Al-Naser Airlines,13190,"","",Iraq,NA,\N
Y,Aloha Airlines,22,\N,ALOHA,United States,AQ,AAH
Y,Alrosa Mirny Air Enterprise,1340,\N,MIRNY,Russia,6R,DRU
Y,Amaszonas,603,\N,"",Bolivia,Z8,AZN
Y,AMC Airlines,317,\N,"",Egypt,"",AMV
Y,America West Airlines,281,\N,CACTUS,United States,HP,AWE
Y,American Airlines,24,\N,AMERICAN,United States,AA,AAL
Y,American Eagle Airlines,659,\N,EAGLE FLIGHT,United States,MQ,EGF
Y,Amsterdam Airlines,11836,"",AMSTEL,Netherlands,WD,AAN
Y,Andalus Lineas Aereas,11795,"",Andalus,Spain,"",ANU
Y,Ansett Australia,13,\N,ANSETT,Australia,AN,AAA
Y,Apache Air,19016,Apache,APACHE,United States,ZM,IWA
Y,Ariana Afghan Airlines,125,\N,ARIANA,Afghanistan,FG,AFG
Y,Arik Niger,11838,"","",Niger,Q9,NAK
Y,Arkefly,1299,\N,ARKEFLY,Netherlands,OR,TFL
Y,Arkia Israel Airlines,231,\N,ARKIA,Israel,IZ,AIZ
Y,Armavia,1216,\N,ARMAVIA,Armenia,U8,RNV
Y,Arrow Air,397,\N,BIG A,United States,JW,APW
Y,Aruba Airlines,20994,"","",Aruba,"",ARU
Y,Aserca Airlines,622,\N,AROSCA,Venezuela,R7,OCA
Y,Asia Wings,17023,"","",Kazakhstan,Y5,AWA
Y,Asian Spirit,1200,\N,ASIAN SPIRIT,Philippines,6K,RIT
Y,Asian Wings Airways,16960,"",Asian Star,Burma,AW,AWM
Y,Asiana Airlines,28,\N,ASIANA,Republic of Korea,OZ,AAR
Y,Askari Aviation,29,\N,AL-AAS,Pakistan,4K,AAS
Y,Astair,1109,\N,"",Russian Federation,8D,""
Y,Astraeus,112,\N,FLYSTAR,United Kingdom,5W,AEU
Y,Astrakhan Airlines,462,\N,AIR ASTRAKHAN,Russia,OB,ASZ
Y,Astral Aviation,55,\N,ASTRAL CARGO,Kenya,8V,ACP
Y,ATA Airlines,315,\N,AMTRAN,United States,"",AMT
Y,ATA Airlines (Iran),20752,هواپیمایی آتا,ATALAR,Iran,I3,\N
Y,Athens Airways,11947,"",ATHENSAIR,Greece,ZF,\N
Y,Atifly,10226,"",atifly,United States,A1,A1F
Y,Atlantic Airways,881,\N,FAROELINE,Faroe Islands,RC,FLI
Y,Atlantic Southeast Airlines,452,\N,ACEY,United States,EV,ASQ
Y,Atlantis European Airways,1048,\N,"",Armenia,TD,LUR
Y,Atlant-Soyuz Airlines,595,\N,ATLANT-SOYUZ,Russia,3G,AYZ
Y,Atlas Air,928,\N,GIANT,United States,5Y,GTI
Y,Atlas Blue,180,\N,ATLAS BLUE,Morocco,8A,BMM
Y,AtlasGlobal Ukraine,20716,"",Atlas Ukraine,Ukraine,"",UJX
Y,Atlasjet,995,\N,ATLASJET,Turkey,KK,KKK
Y,ATRAN Cargo Airlines,724,\N,ATRAN,Russian Federation,V8,VAS
Y,ATUR,497,\N,"",Ecuador,"",TUR
Y,Augsburg Airways,493,\N,AUGSBURG-AIR,Germany,IQ,AUB
Y,Aurigny Air Services,508,\N,AYLINE,United Kingdom,GR,AUR
Y,Austral Brasil,16364,Austral Brasil lineas aereas,"",Brazil,W7,\N
Y,Austral Lineas Aereas,510,\N,AUSTRAL,Argentina,AU,AUT
Y,Austrian Airlines,491,\N,AUSTRIAN,Austria,OS,AUA
Y,Aviabus,17750,"","",Russia,U1,ABI
Y,Avialeasing Aviation Company,1322,\N,TWINARROW,Uzbekistan,EC,TWN
Y,Avianca - Aerovias Nacionales de Colombia,515,\N, S.A.,AVIANCA,AV,AVA
